datetime,instrument,score,label
2024-12-13,SZ300015,0.0004656203,0.0
2024-12-13,SZ000001,0.00044468418,0.0
2024-12-13,SZ002236,0.00043879822,0.0
2024-12-13,SH601633,0.00043455884,0.0
2024-12-13,SH601939,0.00042251125,0.0
2024-12-13,SH603195,0.0004084967,0.0
2024-12-13,SH688271,0.00040669367,0.0
2024-12-13,SH603993,0.0003995411,0.0
2024-12-13,SH600606,0.00039197132,0.0
2024-12-13,SZ002252,0.0003910549,0.0
2024-12-13,SH601186,0.00038965046,0.0
2024-12-13,SH688111,0.00038587674,0.0
2024-12-13,SH600809,0.0003790222,0.0
2024-12-13,SZ000768,0.00037854537,0.0
2024-12-13,SZ000792,0.0003622435,0.0
2024-12-13,SH688599,0.0003434345,0.0
2024-12-13,SZ000166,0.0002992116,0.0
2024-12-13,SZ300347,0.0002890341,0.0
2024-12-13,SZ000408,0.00027234852,0.0
2024-12-13,SZ002648,0.00024734065,0.0
2024-12-13,SH601021,0.0001543872,0.0
2024-12-13,SH600938,0.00011738762,0.0
2024-12-13,SH601699,0.000105988234,0.0
